Zona;Provincia;Canton;Distrito;Circuito;Fecha Infraccion;Hora_Infraccion;tipo_muert_matriz;Edad;Sexo;Estado Civil;Nacionalidad;Numero_asesinatos;Tipo_Arma;Presunta_Motivacion
ZONA 5;GUAYAS;CORONEL_MARCELINO_MARIDUENA;NARANJITO MARCELINO MARIDUENA;MARCELINO MARIDUENA;16/1/2014;19:52;Asesinatos;37;FEMENINO;SOLTERO;ECUADOR;0;NINGUNA;ROBO A DOMICILIOS
ZONA 5;GUAYAS;DAULE;DAULE;LA YOLITA;6/11/2014;21:00;Asesinatos;67;FEMENINO;SOLTERO;ECUADOR;3;PISTOLA             ;AMENAZA
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;EL SALTO;7/11/2014;6:00;Asesinatos;38;MASCULINO;UNION LIBRE;ECUADOR;15;REVOLVER            ;TRAFICO INTERNACIONAL DE DROGA
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;FERROVIARIA;7/11/2014;15:20;Homicidios;27;MASCULINO;SOLTERO;ECUADOR;22;REVOLVER            ;ROBO DE CARROS
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;EL DORADO;7/11/2014;21:15;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR;15;PISTOLA             ;AMENAZA
ZONA 6;AZUAY;CUENCA;CUENCA NORTE;EL VECINO;8/11/2014;5:00;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR;10;REVOLVER            ;AMENAZA
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;8/11/2014;9:30;Homicidios;72;MASCULINO;SOLTERO;ECUADOR;2;CARTUCHERA          ;RIÑAS
ZONA 5;GUAYAS;EL_EMPALME;EL EMPALME;PUERTO DEL MONO;8/11/2014;19:30;Asesinatos;34;MASCULINO;CASADO;ECUADOR;9;CARTUCHERA          ;ROBO A UNIDADES ECONÓMICAS
ZONA 8;GUAYAS;GUAYAQUIL;SUR;FLORESTA;9/11/2014;3:45;Asesinatos;35;MASCULINO;CASADO;ECUADOR;6;PISTOLA             ;AMENAZA
ZONA 5;GUAYAS;ISIDRO_AYORA;PEDRO CARBO;ISIDRO AYORA;8/11/2014;0:18;Asesinatos;42;MASCULINO;CASADO;ECUADOR;1;PALO;ROBO A PERSONAS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;SAN CARLOS;9/11/2014;19:30;Asesinatos;62;MASCULINO;SOLTERO;ECUADOR;0;NINGUNA;EMOCIONAL
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;CENTRO;16/1/2014;17:31;Asesinatos;44;FEMENINO;CASADO;ECUADOR;0;PRENDA TEXTIL;SENTIMENTAL
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;9/11/2014;9:00;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;20/1/2014;23:24;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR;6;REVOLVER            ;AMENAZA
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;20/1/2014;23:36;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;20;CORTO PUNZANTE;AMENAZA
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;20/1/2014;23:00;Asesinatos;;MASCULINO;SOLTERO;ECUADOR;2;PISTOLA             ;EMOCIONAL
ZONA 7;EL_ORO;MACHALA;MACHALA;WILSON FRANCO;21/1/2014;21:40;Asesinatos;29;MASCULINO;CASADO;ECUADOR;25;PISTOLA             ;EMOCIONAL
ZONA 1;ESMERALDAS;QUININDE;QUININDE;LA UNION;28/1/2014;1:15;Asesinatos;19;MASCULINO;CASADO;ECUADOR;17;CORTO PUNZANTE;RIÑAS
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;SACHAS;31/1/2014;3:00;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR;14;CUCHILLO            ;ROBO A DOMICILIOS
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;1/2/2014;2:00;Asesinatos;;MASCULINO;SOLTERO;ECUADOR;7;CUCHILLO            ;SENTIMENTAL
ZONA 4;MANABI;EL_CARMEN;EL CARMEN;EL PARAISO LA CATORCE;2/2/2014;17:00;Homicidios;43;MASCULINO;SOLTERO;ECUADOR;6;CORTO PUNZANTE;ROBO A PERSONAS
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO OESTE;7/2/2014;2:00;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR;6;REVOLVER            ;RIÑAS
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;MONJAS COLLACOTO;7/2/2014;2:00;Homicidios;37;MASCULINO;SOLTERO;ECUADOR;3;CARTUCHERA          ;ROBO A DOMICILIOS
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;BOMBOLI;7/2/2014;14:11;Homicidios;49;FEMENINO;DIVORCIADO;ECUADOR;0;CARTUCHERA          ;ROBO A DOMICILIOS
ZONA 7;EL_ORO;SANTA_ROSA;SANTA ROSA;SANTA ROSA ESTE;7/2/2014;2:00;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;TRANSTORNOS MENTALES
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;8/2/2014;2:00;Asesinatos;9;FEMENINO;SOLTERO;ECUADOR;7;CINTA DE EMBALAJE;ROBO A DOMICILIOS
ZONA 9;PICHINCHA;QUITO;QUITUMBE;GUAMANI;8/2/2014;4:31;Homicidios;64;MASCULINO;CASADO;ECUADOR;5;CUCHILLO            ;SENTIMENTAL
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;CENTRO;6/3/2014;20:20;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR;20;PRENDA TEXTIL;MALTRATO
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL CENTRO;9/2/2014;3:00;Homicidios;37;MASCULINO;CASADO;ECUADOR;31;NINGUNA;SENTIMENTAL
ZONA 9;PICHINCHA;QUITO;QUITUMBE;ECUATORIANA;11/11/2014;6:00;Homicidios;73;MASCULINO;CASADO;ECUADOR;18;NINGUNA;SENTIMENTAL
ZONA 2;PICHINCHA;PEDRO_MONCAYO;CAYAMBE;MALCHINGUI;12/2/2014;15:31;Homicidios;18;FEMENINO;SOLTERO;ECUADOR;10;CUCHILLO            ;RIÑAS
ZONA 7;EL_ORO;HUAQUILLAS;HUAQUILLAS;UNION LOJANA;29/9/2014;6:35;Homicidios;51;MASCULINO;CASADO;ECUADOR;6;CORTO PUNZANTE;RIÑAS
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;JUAN EULOGIO;14/2/2014;21:43;Homicidios;24;MASCULINO;SOLTERO;ECUADOR;7;REVOLVER            ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 2;ORELLANA;PUERTO_FRANCISCO_DE_ORELLANA;ORELLANA LORETO;INES ARANGO;28/9/2014;14:00;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR;4;OBJETO CONTUSO;MALTRATO
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;14/2/2014;22:00;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR;2;REVOLVER            ;AMENAZA
ZONA 2;NAPO;QUIJOS;EL VALLE DE QUIJOS;PAPALLACTA;25/9/2014;0:40;Asesinatos;39;MASCULINO;SOLTERO;ECUADOR;1;DESTORNILLADOR;ROBO DE CARROS
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;EL TOACHI;16/2/2014;7:29;Homicidios;42;MASCULINO;DIVORCIADO;ECUADOR;1;OBJETO CONTUSO;RIÑAS
ZONA 1;ESMERALDAS;RIO_VERDE;RIO VERDE;MONTALVO;17/2/2014;9:00;Asesinatos;53;MASCULINO;SOLTERO;ECUADOR;29;REVOLVER            ;ROBO EN EJES VIALES O CARRETERAS
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;23/9/2014;5:00;Asesinatos;;MASCULINO;UNION LIBRE;ECUADOR;32;REVOLVER            ;AMENAZA
ZONA 5;LOS_RIOS;URDANETA;PUEBLOVIEJO;CATARAMA;19/2/2014;13:00;Asesinatos;46;MASCULINO;DIVORCIADO;ECUADOR;21;REVOLVER            ;AMENAZA
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;EL TOACHI;20/2/2014;14:17;Homicidios;45;MASCULINO;SOLTERO;ECUADOR;2;CARTUCHERA          ;AMENAZA
ZONA 7;EL_ORO;HUAQUILLAS;HUAQUILLAS;UNION LOJANA;18/9/2014;23:10;Asesinatos;43;MASCULINO;CASADO;ECUADOR;2;OBJETO CONTUSO;VIOLACION FAMILIAR DIRECTO (PERSONA CONOCIDA)
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;MARTHA DE ROLDOS;24/2/2014;22:00;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR;11;NINGUNA;RIÑAS
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;JIPIJAPA;27/2/2014;5:29;Homicidios;20;FEMENINO;SOLTERO;ECUADOR;11;REVOLVER            ;ACTOS DE ODIO
ZONA 4;MANABI;PICHINCHA;PICHINCHA;SANTA ROSA;10/11/2014;6:00;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR;10;REVOLVER            ;AMENAZA
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;LAS MERCEDES;15/9/2014;16:30;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR;8;REVOLVER            ;AMENAZA
ZONA 2;ORELLANA;PUERTO_FRANCISCO_DE_ORELLANA;ORELLANA LORETO;COCA OCCIDENTE;1/3/2014;4:00;Asesinatos;23;FEMENINO;UNION LIBRE;ECUADOR;3;CARABINA;MALTRATO
ZONA 5;LOS_RIOS;VINCES;VINCES;ANTONIO SOTOMAYOR;10/7/2014;;Asesinatos;29;MASCULINO;NO DETERMINADO;ECUADOR;1;REVOLVER            ;AMENAZA
ZONA 5;LOS_RIOS;VINCES;VINCES;ANTONIO SOTOMAYOR;10/7/2014;;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;0;PRENDA TEXTIL;VIOLACION SEXUAL (DESCONOCIDO)
ZONA 8;GUAYAS;GUAYAQUIL;SUR;GUASMO;5/3/2014;3:00;Homicidios;21;MASCULINO;SOLTERO;ECUADOR;3;CORTO PUNZANTE;SENTIMENTAL
ZONA 4;MANABI;PEDERNALES;PEDERNALES;PEDERNALES SUR;6/9/2014;6:30;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR;18;CARTUCHERA          ;ACTOS DE ODIO
ZONA 4;MANABI;MANTA;MANTA;MARIA AUXILIADORA;31/8/2014;22:16;Femicidios;;FEMENINO;SOLTERO;ECUADOR;24;CUCHILLO            ;MALTRATO
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;JUAN EULOGIO;10/4/2014;12:55;Asesinatos;38;FEMENINO;SOLTERO;ECUADOR;13;CARTUCHERA          ;MALTRATO
ZONA 2;ORELLANA;PUERTO_FRANCISCO_DE_ORELLANA;ORELLANA LORETO;COCA ORIENTE;29/8/2014;18:15;Asesinatos;75;MASCULINO;SOLTERO;ECUADOR;12;PRENDA TEXTIL;ROBO A PERSONAS
ZONA 7;LOJA;CALVAS;CALVAS;CARIAMANGA ESTE;10/11/2014;10:00;Asesinatos;24;FEMENINO;SOLTERO;ECUADOR;7;CUCHILLO            ;RIÑAS
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;SAN JUAN;11/11/2014;14:45;Homicidios;26;MASCULINO;SOLTERO;ECUADOR;4;CUCHILLO            ;DEFENSA PROPIA
ZONA 2;ORELLANA;PUERTO_FRANCISCO_DE_ORELLANA;ORELLANA LORETO;COCA ORIENTE;29/8/2014;20:00;Homicidios;4;MASCULINO;SOLTERO;ECUADOR;3;CUCHILLO            ;MALTRATO
ZONA 4;MANABI;MANTA;MANTA;CENTRO;28/8/2014;20:41;Homicidios;18;MASCULINO;SOLTERO;ECUADOR;1;PISTOLA             ;AMENAZA
ZONA 5;SANTA_ELENA;SANTA_ELENA;SANTA ELENA;SAN PABLO;4/3/2014;1:00;Asesinatos;53;MASCULINO;CASADO;OTROS;1;ESCOPETA            ;AMENAZA
ZONA 5;GUAYAS;NOBOL;DAULE;NOBOL;27/8/2014;12:30;Femicidios;52;FEMENINO;VIUDO;ECUADOR;1;REVOLVER            ;EMOCIONAL
ZONA 7;EL_ORO;MACHALA;MACHALA;LAS KATYAS;13/8/2014;14:50;Homicidios;29;MASCULINO;SOLTERO;ECUADOR;0;MARTILLO;SENTIMENTAL
ZONA 3;COTOPAXI;SAN_MIGUEL_DE_SALCEDO;SALCEDO;SALCEDO;11/8/2014;4:00;Homicidios;33;MASCULINO;SOLTERO;ECUADOR;21;CUCHILLO            ;SENTIMENTAL
ZONA 2;PICHINCHA;MEJIA;RUMINAHUI - MEJIA;ALOAG;9/3/2014;0:34;Asesinatos;28;MASCULINO;CASADO;ECUADOR;26;PISTOLA             ;AMENAZA
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;7 DE OCTUBRE;13/3/2014;14:25;Asesinatos;45;MASCULINO;CASADO;ECUADOR;3;CORTO PUNZANTE;AMENAZA
ZONA 2;PICHINCHA;SAN_MIGUEL_DE_LOS_BANCOS;NOROCCIDENTE;LOS BANCOS;10/8/2014;12:00;Homicidios;22;MASCULINO;CASADO;ECUADOR;1;PISTOLA             ;ACTOS DE ODIO
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA VALDRAMINA;13/3/2014;20:29;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR;9;MARTILLO;EMOCIONAL
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;13/3/2014;21:00;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR;8;REVOLVER            ;AMENAZA
ZONA 3;COTOPAXI;LATACUNGA;LATACUNGA;GUAYTACAMA;10/8/2014;23:31;Homicidios;;MASCULINO;SOLTERO;COLOMBIA;4;BARRA;MALTRATO
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;16/3/2014;4:46;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR;3;REVOLVER            ;SENTIMENTAL
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;17/3/2014;2:29;Homicidios;44;MASCULINO;SOLTERO;ECUADOR;1;PRENDA TEXTIL;RIÑAS
ZONA 9;PICHINCHA;QUITO;LOS CHILLOS;ALANGASI;19/3/2014;23:00;Homicidios;30;MASCULINO;SOLTERO;ECUADOR;1;MACHETE             ;ROBO A DOMICILIOS
ZONA 8;GUAYAS;GUAYAQUIL;SUR;7 LAGOS;10/8/2014;21:00;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR;0;MACHETE             ;SENTIMENTAL
ZONA 9;PICHINCHA;QUITO;LOS CHILLOS;GUANGOPOLO;5/8/2014;0:00;Homicidios;19;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;ROBO DE MOTOS
ZONA 5;GUAYAS;CORONEL_MARCELINO_MARIDUENA;NARANJITO MARCELINO MARIDUENA;MARCELINO MARIDUENA;20/3/2014;12:00;Asesinatos;62;FEMENINO;SOLTERO;ECUADOR;2;REVOLVER            ;EMOCIONAL
ZONA 4;MANABI;MANTA;MANTA;LA PRADERA;3/8/2014;18:00;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR;16;MACHETE             ;AMENAZA
ZONA 6;CANAR;SUSCAL;CANAR;SUSCAL;22/3/2014;22:16;Asesinatos;55;MASCULINO;CASADO;ECUADOR;20;ESCOPETA            ;RIÑAS
ZONA 6;AZUAY;CUENCA;CUENCA NORTE;EL SAGRARIO;2/8/2014;16:30;Homicidios;36;MASCULINO;SOLTERO;ECUADOR;6;PUÑAL;EMOCIONAL
ZONA 4;MANABI;PEDERNALES;PEDERNALES;BECHE;1/8/2014;18:00;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;6;NINGUNA;MALTRATO
ZONA 1;IMBABURA;IBARRA;CIUDAD BLANCA;AMAZONAS;1/8/2014;1:00;Homicidios;;MASCULINO;SOLTERO;COLOMBIA;1;MACHETE             ;ROBO A DOMICILIOS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA VALDRAMINA;23/3/2014;2:10;Homicidios;22;MASCULINO;SOLTERO;ECUADOR;9;REVOLVER            ;ROBO A PERSONAS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;CONTROL;29/7/2014;11:30;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR;4;NINGUNA;ROBO A PERSONAS
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;NUEVO ISRAEL;23/3/2014;14:00;Asesinatos;21;FEMENINO;CASADO;ECUADOR;1;PISTOLA             ;AMENAZA
ZONA 5;LOS_RIOS;VINCES;VINCES;SANTA MARTHA;23/3/2014;1:00;Asesinatos;39;MASCULINO;SOLTERO;ECUADOR;1;PISTOLA             ;AMENAZA
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;JUAN EULOGIO;25/3/2014;19:18;Homicidios;32;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 1;ESMERALDAS;ELOY_ALFARO;ELOY ALFARO;BORBON;28/7/2014;7:00;Asesinatos;;MASCULINO;UNION LIBRE;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 4;MANABI;PEDERNALES;PEDERNALES;PEDERNALES SUR;28/7/2014;6:00;Asesinatos;41;MASCULINO;SOLTERO;ECUADOR;15;REVOLVER            ;DEUDAS
ZONA 7;ZAMORA_CHINCHIPE;EL_PANGUI;YANTZAZA;PANGUI;12/11/2014;1:00;Asesinatos;47;MASCULINO;SOLTERO;ECUADOR;3;MACHETE             ;ROBO A DOMICILIOS
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;12/11/2014;23:30;Asesinatos;25;MASCULINO;SOLTERO;COLOMBIA;22;ESCOPETA            ;ROBO A DOMICILIOS
ZONA 4;MANABI;MANTA;MANTA;CUBA;26/7/2014;21:10;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR;9;ESCOPETA            ;MALTRATO
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;JUAN EULOGIO;26/3/2014;22:31;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;6;OBJETO CONTUSO;RIÑAS
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;26/3/2014;2:29;Asesinatos;;MASCULINO;SOLTERO;ECUADOR;6;PISTOLA             ;SENTIMENTAL
ZONA 3;CHIMBORAZO;CHUNCHI;ALAUSI;CHUNCHI;7/7/2014;12:40;Asesinatos;;MASCULINO;SOLTERO;ECUADOR;4;NINGUNA;EMOCIONAL
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;5/7/2014;5:00;Asesinatos;;MASCULINO;SOLTERO;ECUADOR;2;REVOLVER            ;RIÑAS
ZONA 7;LOJA;MACARA;MACARA;MACARA;28/3/2014;16:19;Homicidios;20;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;GUAYACAN;29/3/2014;18:30;Homicidios;33;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;CARONDELET;3/7/2014;17:00;Asesinatos;63;MASCULINO;CASADO;ECUADOR;0;REVOLVER            ;EMOCIONAL
ZONA 4;MANABI;MANTA;MANTA;LOS ESTEROS;3/7/2014;18:00;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;RIÑAS
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;2/7/2014;19:31;Asesinatos;;FEMENINO;SOLTERO;ECUADOR;4;NINGUNA;RIÑAS
ZONA 5;GUAYAS;BALZAR;BALZAR;BALZAR SUR;1/7/2014;20:40;Sicariatos;28;MASCULINO;SOLTERO;ECUADOR;5;CUCHILLO            ;AMENAZA
ZONA 4;MANABI;PEDERNALES;PEDERNALES;PEDERNALES SUR;20/6/2014;21:30;Asesinatos;45;MASCULINO;SOLTERO;ECUADOR;14;PISTOLA             ;RIÑAS
ZONA 1;ESMERALDAS;ELOY_ALFARO;ELOY ALFARO;BORBON;14/6/2014;21:16;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR;18;CUCHILLO            ;RIÑAS
ZONA 2;PICHINCHA;PUERTO_QUITO;NOROCCIDENTE;PUERTO QUITO NORTE;29/3/2014;13:30;Homicidios;32;MASCULINO;SOLTERO;ECUADOR;5;PISTOLA             ;RIÑAS
ZONA 9;PICHINCHA;QUITO;QUITUMBE;ECUATORIANA;4/4/2014;19:50;Homicidios;23;MASCULINO;SOLTERO;ECUADOR;6;NINGUNA;MALTRATO
ZONA 6;MORONA_SANTIAGO;LIMON_INDANZA;MENDEZ;LIMON;11/6/2014;0:00;Homicidios;41;MASCULINO;SOLTERO;ECUADOR;4;ROCA;RIÑAS
ZONA 6;MORONA_SANTIAGO;LIMON_INDANZA;MENDEZ;LIMON;11/6/2014;0:00;Homicidios;51;FEMENINO;CASADO;ECUADOR;4;CORTO PUNZANTE;ROBO A PERSONAS
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;8/4/2014;19:40;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR;1;ROCA;VIOLACION SEXUAL (DESCONOCIDO)
ZONA 3;PASTAZA;PASTAZA;PASTAZA;PUYO SUR;6/6/2014;22:00;Asesinatos;50;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 1;ESMERALDAS;ATACAMES;ATACAMES;TONSUPA;1/6/2014;0:00;Homicidios;25;MASCULINO;SOLTERO;ECUADOR;0;CARTUCHERA          ;AMENAZA
ZONA 5;SANTA_ELENA;LA_LIBERTAD;LIBERTAD SALINAS;5 DE JUNIO;11/4/2014;23:18;Asesinatos;42;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 1;ESMERALDAS;ELOY_ALFARO;ELOY ALFARO;ANCHAYACU;1/6/2014;0:00;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR;17;PISTOLA             ;AMENAZA
ZONA 1;ESMERALDAS;ELOY_ALFARO;ELOY ALFARO;ANCHAYACU;1/6/2014;0:00;Asesinatos;36;MASCULINO;SOLTERO;ECUADOR;3;CUCHILLO            ;ROBO A PERSONAS
ZONA 8;GUAYAS;DURAN;DURAN;ABEL GILBERT;25/6/2014;22:00;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR;4;NINGUNA;SENTIMENTAL
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;NUEVO ISRAEL;11/4/2014;11:29;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR;19;REVOLVER            ;SENTIMENTAL
ZONA 4;MANABI;EL_CARMEN;EL CARMEN;EL CARMEN;1/6/2014;0:00;Asesinatos;38;FEMENINO;CASADO;ECUADOR;4;ESCOPOLAMINA;ROBO DE CARROS
ZONA 2;PICHINCHA;PEDRO_VICENTE_MALDONADO;NOROCCIDENTE;MALDONADO;11/4/2014;9:00;Asesinatos;21;FEMENINO;SOLTERO;ECUADOR;4;PISTOLA             ;AMENAZA
ZONA 7;EL_ORO;ARENILLAS;HUAQUILLAS;ARENILLAS;1/6/2014;0:00;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;3;CUCHILLO            ;ROBO A PERSONAS
ZONA 7;EL_ORO;EL_GUABO;PASAJE;RIO BONITO;12/4/2014;23:44;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR;2;NINGUNA;MALTRATO
ZONA 1;ESMERALDAS;QUININDE;QUININDE;CUPA;30/5/2014;22:30;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR;3;OBJETO CONTUSO;ROBO A DOMICILIOS
ZONA 2;PICHINCHA;MEJIA;RUMINAHUI - MEJIA;ALOAG;26/5/2014;2:00;Asesinatos;59;MASCULINO;CASADO;ECUADOR;1;NINGUNA;RIÑAS
ZONA 5;GUAYAS;NOBOL;DAULE;NOBOL;26/5/2014;8:00;Asesinatos;48;MASCULINO;VIUDO;ECUADOR;0;NINGUNA;RIÑAS
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;PLAN DE VIVIENDA;22/4/2014;23:40;Asesinatos;40;MASCULINO;SOLTERO;ECUADOR;0;CORTO PUNZANTE;RIÑAS
ZONA 5;GUAYAS;EL_EMPALME;EL EMPALME;PUERTO DEL MONO;25/5/2014;1:45;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR;3;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 6;MORONA_SANTIAGO;SUCUA;CENTRO SUR;SUCUA;19/5/2014;16:00;Asesinatos;28;FEMENINO;CASADO;ECUADOR;19;PISTOLA             ;AMENAZA
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;27/4/2014;21:48;Asesinatos;;MASCULINO;NO DETERMINADO;ECUADOR;12;PISTOLA             ;AMENAZA
ZONA 6;MORONA_SANTIAGO;SANTIAGO;MENDEZ;SANTIAGO DE MENDEZ;8/5/2014;8:00;Homicidios;0;MASCULINO;SOLTERO;ECUADOR;22;CORTO PUNZANTE;AMENAZA
ZONA 4;MANABI;MANTA;MANTA;CUBA;13/11/2014;19:40;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;1;PISTOLA             ;DEUDAS
ZONA 1;CARCHI;MIRA;ESPEJO;MIRA;13/11/2014;5:00;Homicidios;66;FEMENINO;CASADO;ECUADOR;5;OBJETO CONTUSO;AMENAZA
ZONA 4;MANABI;MANTA;MANTA;CUBA;13/11/2014;19:40;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR;6;PALO;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;PASCUALES;13/11/2014;20:00;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;3;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL CENTRO;14/11/2014;8:00;Asesinatos;37;MASCULINO;SOLTERO;ECUADOR;1;CUCHILLO            ;AMENAZA
ZONA 5;GUAYAS;ISIDRO_AYORA;PEDRO CARBO;ISIDRO AYORA;14/11/2014;11:00;Asesinatos;45;MASCULINO;SOLTERO;ECUADOR;1;MACHETE             ;SENTIMENTAL
